"service_id","group","category_id","category","status","score","confidence","user_result","reason","source_ids"
"SVC-006","A","C06","저장·내보내기·공유","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C07","모바일 경험","scored","4","medium","모바일 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 모바일 경험 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C08","PC 경험","scored","4","medium","PC 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 PC 경험 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C09","플랫폼 간 연속성","scored","3","medium","플랫폼 간 연속성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 플랫폼 간 연속성 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C10","접근성","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C11","성능과 안정성","scored","3","medium","성능과 안정성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 성능과 안정성 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C12","개인정보·보안","scored","3","medium","개인정보·보안에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인정보·보안 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C13","계정·권한·삭제","scored","3","medium","계정·권한·삭제에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 계정·권한·삭제 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C14","가격·결제·취소·환불","scored","3","medium","가격·결제·취소·환불에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 가격·결제·취소·환불 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C15","고객지원·장애 대응","scored","2","medium","고객지원·장애 대응에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 고객지원·장애 대응 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C16","장기 사용과 유지","scored","3","medium","장기 사용과 유지에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 장기 사용과 유지 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C17","팀·관리자·운영","scored","2","medium","팀·관리자·운영에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 팀·관리자·운영 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C18","차별화 요소","scored","3","medium","차별화 요소에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 차별화 요소 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C19","사용자 신뢰","scored","3","medium","사용자 신뢰에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 사용자 신뢰 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C20","도입하면 안 되는 부작용","scored","2","medium","도입하면 안 되는 부작용에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 도입하면 안 되는 부작용 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C21","프로토콜 투명성","scored","4","medium","프로토콜 투명성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 프로토콜 투명성 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C22","킬 스위치·항상 연결","scored","3","medium","킬 스위치·항상 연결에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 킬 스위치·항상 연결 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C23","DNS·IPv6·누출 확인","scored","3","medium","DNS·IPv6·누출 확인에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 DNS·IPv6·누출 확인 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C24","검열 환경 복구","scored","2","medium","검열 환경 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 검열 환경 복구 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C25","서버 상태·혼잡·대체","scored","2","medium","서버 상태·혼잡·대체에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 서버 상태·혼잡·대체 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C26","기기·프로필 발급·폐기","scored","3","medium","기기·프로필 발급·폐기에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 기기·프로필 발급·폐기 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C27","무료 데이터·사용량 권리","scored","3","medium","무료 데이터·사용량 권리에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 무료 데이터·사용량 권리 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-006","A","C28","관할·국가 지원 범위","scored","3","medium","관할·국가 지원 범위에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 관할·국가 지원 범위 제공 수준을 확인","SRC-006;SRC-039;SRC-040"
"SVC-007","A","C01","시작과 첫 가치","scored","3","medium","시작과 첫 가치에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 시작과 첫 가치 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C02","핵심 과업 완성도","scored","4","medium","핵심 과업 완성도에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 핵심 과업 완성도 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C03","개인화","scored","3","medium","개인화에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인화 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C04","결과 이해와 설명","scored","3","medium","결과 이해와 설명에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 결과 이해와 설명 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C05","오류·실패 복구","scored","3","medium","오류·실패 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 오류·실패 복구 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C06","저장·내보내기·공유","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C07","모바일 경험","scored","4","medium","모바일 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 모바일 경험 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C08","PC 경험","scored","4","medium","PC 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 PC 경험 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C09","플랫폼 간 연속성","scored","3","medium","플랫폼 간 연속성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 플랫폼 간 연속성 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C10","접근성","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C11","성능과 안정성","scored","3","medium","성능과 안정성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 성능과 안정성 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C12","개인정보·보안","scored","3","medium","개인정보·보안에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인정보·보안 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C13","계정·권한·삭제","scored","3","medium","계정·권한·삭제에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 계정·권한·삭제 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C14","가격·결제·취소·환불","scored","3","medium","가격·결제·취소·환불에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 가격·결제·취소·환불 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C15","고객지원·장애 대응","scored","2","medium","고객지원·장애 대응에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 고객지원·장애 대응 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C16","장기 사용과 유지","scored","3","medium","장기 사용과 유지에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 장기 사용과 유지 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C17","팀·관리자·운영","scored","2","medium","팀·관리자·운영에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 팀·관리자·운영 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C18","차별화 요소","scored","3","medium","차별화 요소에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 차별화 요소 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C19","사용자 신뢰","scored","3","medium","사용자 신뢰에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 사용자 신뢰 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C20","도입하면 안 되는 부작용","scored","2","medium","도입하면 안 되는 부작용에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 도입하면 안 되는 부작용 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C21","프로토콜 투명성","scored","4","medium","프로토콜 투명성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 프로토콜 투명성 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C22","킬 스위치·항상 연결","scored","3","medium","킬 스위치·항상 연결에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 킬 스위치·항상 연결 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C23","DNS·IPv6·누출 확인","scored","3","medium","DNS·IPv6·누출 확인에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 DNS·IPv6·누출 확인 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C24","검열 환경 복구","scored","2","medium","검열 환경 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 검열 환경 복구 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C25","서버 상태·혼잡·대체","scored","2","medium","서버 상태·혼잡·대체에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 서버 상태·혼잡·대체 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C26","기기·프로필 발급·폐기","scored","3","medium","기기·프로필 발급·폐기에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 기기·프로필 발급·폐기 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C27","무료 데이터·사용량 권리","scored","3","medium","무료 데이터·사용량 권리에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 무료 데이터·사용량 권리 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-007","A","C28","관할·국가 지원 범위","scored","3","medium","관할·국가 지원 범위에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 관할·국가 지원 범위 제공 수준을 확인","SRC-007;SRC-039;SRC-040"
"SVC-008","A","C01","시작과 첫 가치","scored","3","medium","시작과 첫 가치에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 시작과 첫 가치 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C02","핵심 과업 완성도","scored","4","medium","핵심 과업 완성도에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 핵심 과업 완성도 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C03","개인화","scored","3","medium","개인화에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인화 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C04","결과 이해와 설명","scored","3","medium","결과 이해와 설명에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 결과 이해와 설명 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C05","오류·실패 복구","scored","3","medium","오류·실패 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 오류·실패 복구 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C06","저장·내보내기·공유","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C07","모바일 경험","scored","4","medium","모바일 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 모바일 경험 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C08","PC 경험","scored","4","medium","PC 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 PC 경험 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C09","플랫폼 간 연속성","scored","3","medium","플랫폼 간 연속성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 플랫폼 간 연속성 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C10","접근성","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C11","성능과 안정성","scored","3","medium","성능과 안정성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 성능과 안정성 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C12","개인정보·보안","scored","3","medium","개인정보·보안에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인정보·보안 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C13","계정·권한·삭제","scored","3","medium","계정·권한·삭제에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 계정·권한·삭제 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C14","가격·결제·취소·환불","scored","3","medium","가격·결제·취소·환불에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 가격·결제·취소·환불 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C15","고객지원·장애 대응","scored","2","medium","고객지원·장애 대응에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 고객지원·장애 대응 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C16","장기 사용과 유지","scored","3","medium","장기 사용과 유지에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 장기 사용과 유지 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C17","팀·관리자·운영","scored","2","medium","팀·관리자·운영에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 팀·관리자·운영 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C18","차별화 요소","scored","3","medium","차별화 요소에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 차별화 요소 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C19","사용자 신뢰","scored","3","medium","사용자 신뢰에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 사용자 신뢰 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C20","도입하면 안 되는 부작용","scored","2","medium","도입하면 안 되는 부작용에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 도입하면 안 되는 부작용 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C21","프로토콜 투명성","scored","4","medium","프로토콜 투명성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 프로토콜 투명성 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C22","킬 스위치·항상 연결","scored","3","medium","킬 스위치·항상 연결에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 킬 스위치·항상 연결 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C23","DNS·IPv6·누출 확인","scored","3","medium","DNS·IPv6·누출 확인에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 DNS·IPv6·누출 확인 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C24","검열 환경 복구","scored","2","medium","검열 환경 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 검열 환경 복구 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C25","서버 상태·혼잡·대체","scored","2","medium","서버 상태·혼잡·대체에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 서버 상태·혼잡·대체 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C26","기기·프로필 발급·폐기","scored","3","medium","기기·프로필 발급·폐기에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 기기·프로필 발급·폐기 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C27","무료 데이터·사용량 권리","scored","3","medium","무료 데이터·사용량 권리에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 무료 데이터·사용량 권리 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-008","A","C28","관할·국가 지원 범위","scored","3","medium","관할·국가 지원 범위에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 관할·국가 지원 범위 제공 수준을 확인","SRC-008;SRC-039;SRC-040"
"SVC-009","A","C01","시작과 첫 가치","scored","3","medium","시작과 첫 가치에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 시작과 첫 가치 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C02","핵심 과업 완성도","scored","4","medium","핵심 과업 완성도에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 핵심 과업 완성도 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C03","개인화","scored","3","medium","개인화에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인화 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C04","결과 이해와 설명","scored","3","medium","결과 이해와 설명에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 결과 이해와 설명 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C05","오류·실패 복구","scored","3","medium","오류·실패 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 오류·실패 복구 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C06","저장·내보내기·공유","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C07","모바일 경험","scored","4","medium","모바일 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 모바일 경험 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C08","PC 경험","scored","4","medium","PC 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 PC 경험 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C09","플랫폼 간 연속성","scored","3","medium","플랫폼 간 연속성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 플랫폼 간 연속성 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C10","접근성","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C11","성능과 안정성","scored","3","medium","성능과 안정성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 성능과 안정성 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C12","개인정보·보안","scored","3","medium","개인정보·보안에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인정보·보안 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C13","계정·권한·삭제","scored","3","medium","계정·권한·삭제에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 계정·권한·삭제 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C14","가격·결제·취소·환불","scored","3","medium","가격·결제·취소·환불에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 가격·결제·취소·환불 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C15","고객지원·장애 대응","scored","2","medium","고객지원·장애 대응에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 고객지원·장애 대응 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C16","장기 사용과 유지","scored","3","medium","장기 사용과 유지에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 장기 사용과 유지 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C17","팀·관리자·운영","scored","2","medium","팀·관리자·운영에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 팀·관리자·운영 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C18","차별화 요소","scored","3","medium","차별화 요소에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 차별화 요소 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C19","사용자 신뢰","scored","3","medium","사용자 신뢰에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 사용자 신뢰 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C20","도입하면 안 되는 부작용","scored","2","medium","도입하면 안 되는 부작용에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 도입하면 안 되는 부작용 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C21","프로토콜 투명성","scored","4","medium","프로토콜 투명성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 프로토콜 투명성 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C22","킬 스위치·항상 연결","scored","3","medium","킬 스위치·항상 연결에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 킬 스위치·항상 연결 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C23","DNS·IPv6·누출 확인","scored","3","medium","DNS·IPv6·누출 확인에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 DNS·IPv6·누출 확인 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C24","검열 환경 복구","scored","2","medium","검열 환경 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 검열 환경 복구 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C25","서버 상태·혼잡·대체","scored","2","medium","서버 상태·혼잡·대체에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 서버 상태·혼잡·대체 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C26","기기·프로필 발급·폐기","scored","3","medium","기기·프로필 발급·폐기에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 기기·프로필 발급·폐기 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C27","무료 데이터·사용량 권리","scored","3","medium","무료 데이터·사용량 권리에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 무료 데이터·사용량 권리 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-009","A","C28","관할·국가 지원 범위","scored","3","medium","관할·국가 지원 범위에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 관할·국가 지원 범위 제공 수준을 확인","SRC-009;SRC-039;SRC-040"
"SVC-010","A","C01","시작과 첫 가치","scored","3","medium","시작과 첫 가치에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 시작과 첫 가치 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C02","핵심 과업 완성도","scored","4","medium","핵심 과업 완성도에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 핵심 과업 완성도 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C03","개인화","scored","3","medium","개인화에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 개인화 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C04","결과 이해와 설명","scored","3","medium","결과 이해와 설명에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 결과 이해와 설명 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C05","오류·실패 복구","scored","3","medium","오류·실패 복구에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 오류·실패 복구 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C06","저장·내보내기·공유","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C07","모바일 경험","scored","4","medium","모바일 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 모바일 경험 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C08","PC 경험","scored","4","medium","PC 경험에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 PC 경험 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C09","플랫폼 간 연속성","scored","3","medium","플랫폼 간 연속성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 플랫폼 간 연속성 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C10","접근성","unknown","","low","결과 미확인","공식 페이지에서 내보내기·공유의 실제 흐름을 확인하지 못함","SRC-010;SRC-039;SRC-040"
"SVC-010","A","C11","성능과 안정성","scored","3","medium","성능과 안정성에 대한 확인 가능한 사용자 결과","공식 기능·지원 자료에서 소비자 VPN의 성능과 안정성 제공 수준을 확인","SRC-010;SRC-039;SRC-040"
